"","PORO","PERMX"
"4586",0.08,40.04439
"4587",0.08,72.7565
"4588",0.08,50.41817
"4589",0.08,47.56122
"4590",0.08,51.60941
"4591",0.08,29.06836
"4592",0.08,10.98957
"4593",0.08,9.21786
"4594",0.08,15.00808
"4595",0.08,8.66362
"4596",0.08,32.75424
"4597",0.08,27.32711
"4598",0.08,27.53144
"4599",0.08,37.15738
"4600",0.08,28.3544
"4601",0.08,3.97999
"4602",0.08,4.65133
"4603",0.08,9.14298
"4604",0.08,12.40623
"4605",0.08,14.41259
"4606",0.08,16.39502
"4607",0.08,10.06169
"4608",0.08,10.49261
"4609",0.08,20.01683
"4610",0.08,23.66427
"4611",0.08,31.53735
"4612",0.08,25.80238
"4613",0.08,40.62933
"4614",0.08,38.00886
"4615",0.08,31.38459
"4616",0.08,14.0132
"4617",0.08,13.20754
"4618",0.08,16.0457
"4619",0.08,19.23093
"4620",0.08,31.32435
"4621",0.08,33.25656
"4622",0.08,69.22289
"4623",0.08,71.27317
"4624",0.08,71.37852
"4625",0.08,72.49079
"4626",0.08,71.46519
"4627",0.08,139.19478
"4628",0.08,72.23481
"4629",0.08,80.21425
"4630",0.08,132.47734
"4631",0.08,54.08593
"4632",0.08,28.13266
"4633",0.08,35.78828
"4634",0.08,32.49153
"4635",0.08,28.8298
"4636",0.08,84.49176
"4637",0.08,87.69572
"4638",0.08,88.98856
"4639",0.08,80.02785
"4640",0.08,52.81582
"4641",0.08,4.56324
"4642",0.08,5.16846
"4643",0.08,6.20687
"4644",0.08,13.91475
"4645",0.08,33.31081
"4646",0.08,29.5641
"4647",0.08,11.74124
"4648",0.08,11.57325
"4649",0.08,28.27732
"4650",0.08,33.51446
"4651",0.08,41.38291
"4652",0.08,28.27553
"4653",0.08,41.88985
"4654",0.08,32.79446
"4655",0.08,15.83603
"4656",0.08,12.72658
"4657",0.08,15.13872
"4658",0.08,9.7792
"4659",0.08,23.61352
"4660",0.08,67.66025
"4661",0.08,67.263
"4662",0.08,74.42224
"4663",0.08,89.65081
"4664",0.08,89.24861
"4665",0.08,141.06982
"4666",0.08,86.21018
"4667",0.08,134.25977
"4668",0.08,117.41136
"4669",0.08,149.81476
"4670",0.08,185.23897
"4671",0.08,137.80043
"4672",0.08,69.62991
"4673",0.08,70.85415
"4674",0.08,62.17273
"4675",0.08,55.90391
"4676",0.08,94.01173
"4677",0.08,232.54147
"4678",0.08,147.69444
"4679",0.08,162.39194
"4680",0.08,94.27369
"4681",0.08,7.78185
"4682",0.08,3.93422
"4683",0.08,5.82453
"4684",0.08,14.52414
"4685",0.08,23.76925
"4686",0.08,34.62828
"4687",0.08,16.83289
"4688",0.08,12.69767
"4689",0.08,23.81059
"4690",0.08,25.48686
"4691",0.08,43.55718
"4692",0.08,34.41397
"4693",0.08,27.79392
"4694",0.08,25.36476
"4695",0.08,14.26263
"4696",0.08,26.85901
"4697",0.08,18.6617
"4698",0.08,19.07846
"4699",0.08,29.5779
"4700",0.08,85.14621
"4701",0.08,128.44733
"4702",0.08,173.88058
"4703",0.08,233.81972
"4704",0.08,260.17624
"4705",0.08,216.29652
"4706",0.08,200.53513
"4707",0.08,308.61621
"4708",0.08,223.31802
"4709",0.08,254.16493
"4710",0.08,292.64462
"4711",0.08,296.85968
"4712",0.08,290.62527
"4713",0.08,175.94696
"4714",0.08,133.07645
"4715",0.08,127.62266
"4716",0.08,114.47735
"4717",0.08,250.5036
"4718",0.08,284.22406
"4719",0.08,175.57422
"4720",0.08,254.57443
"4721",0.08,7.90378
"4722",0.08,4.84179
"4723",0.08,3.61385
"4724",0.08,15.51551
"4725",0.08,51.19318
"4726",0.08,26.15197
"4727",0.08,17.4906
"4728",0.08,13.40795
"4729",0.08,19.94648
"4730",0.08,23.1035
"4731",0.08,34.32824
"4732",0.08,35.07836
"4733",0.08,30.24844
"4734",0.08,37.86287
"4735",0.08,28.82188
"4736",0.08,29.32867
"4737",0.08,32.31758
"4738",0.08,43.38461
"4739",0.08,60.09042
"4740",0.08,115.34382
"4741",0.08,82.55677
"4742",0.08,142.79086
"4743",0.08,260.66129
"4744",0.08,217.57722
"4745",0.08,172.83707
"4746",0.08,327.76108
"4747",0.08,304.37973
"4748",0.08,264.63031
"4749",0.08,218.01903
"4750",0.08,305.1207
"4751",0.08,692.88074
"4752",0.08,459.99005
"4753",0.08,294.10431
"4754",0.08,213.14197
"4755",0.08,277.63589
"4756",0.08,216.35077
"4757",0.08,351.28799
"4758",0.08,326.65424
"4759",0.08,348.9176
"4760",0.08,321.33286
"4761",0.08,4.90523
"4762",0.08,2.49808
"4763",0.08,6.65291
"4764",0.08,18.1108
"4765",0.08,21.04448
"4766",0.08,14.13775
"4767",0.08,14.70342
"4768",0.08,11.63227
"4769",0.08,13.22904
"4770",0.08,28.4173
"4771",0.08,22.34245
"4772",0.08,23.54494
"4773",0.08,21.90337
"4774",0.08,52.81995
"4775",0.08,55.11316
"4776",0.08,62.27713
"4777",0.08,36.13519
"4778",0.08,48.70938
"4779",0.08,34.58335
"4780",0.08,50.66921
"4781",0.08,107.424
"4782",0.08,144.26811
"4783",0.08,248.06067
"4784",0.08,331.83588
"4785",0.08,231.49939
"4786",0.08,307.1828
"4787",0.08,580.1908
"4788",0.08,353.68738
"4789",0.08,467.23337
"4790",0.08,315.85028
"4791",0.08,721.78613
"4792",0.08,795.49213
"4793",0.08,781.07452
"4794",0.08,524.10352
"4795",0.08,455.60504
"4796",0.08,493.5376
"4797",0.08,305.52222
"4798",0.08,272.87265
"4799",0.08,250.04094
"4800",0.08,294.02805
"4801",0.14,97.41949
"4802",0.14,56.18056
"4803",0.14,58.88563
"4804",0.14,75.24672
"4805",0.14,61.46154
"4806",0.14,50.28214
"4807",0.14,50.90487
"4808",0.14,58.94641
"4809",0.14,85.86054
"4810",0.14,151.3054
"4811",0.14,55.06974
"4812",0.14,60.60086
"4813",0.14,143.23451
"4814",0.14,66.93164
"4815",0.14,20.1391
"4816",0.14,10.71804
"4817",0.14,9.98521
"4818",0.14,5.40171
"4819",0.14,6.26586
"4820",0.14,20.40568
"4821",0.14,30.90821
"4822",0.14,68.49682
"4823",0.14,191.10799
"4824",0.14,345.83432
"4825",0.14,305.96265
"4826",0.14,444.44296
"4827",0.14,604.77893
"4828",0.14,330.74246
"4829",0.14,385.2424
"4830",0.14,714.91937
"4831",0.14,829.22137
"4832",0.14,791.3905
"4833",0.14,463.51016
"4834",0.14,368.96216
"4835",0.14,164.92566
"4836",0.14,118.86035
"4837",0.14,141.52156
"4838",0.14,123.3815
"4839",0.14,67.3257
"4840",0.14,58.4909
"4841",0.14,143.30269
"4842",0.14,81.18592
"4843",0.14,84.76846
"4844",0.14,51.70333
"4845",0.14,55.34142
"4846",0.14,24.65926
"4847",0.14,23.80424
"4848",0.14,40.4187
"4849",0.14,43.65512
"4850",0.14,69.36369
"4851",0.14,71.51827
"4852",0.14,78.22872
"4853",0.14,76.035
"4854",0.14,31.22374
"4855",0.14,12.4622
"4856",0.14,6.80708
"4857",0.14,5.77505
"4858",0.14,4.66981
"4859",0.14,5.89651
"4860",0.14,9.19566
"4861",0.14,21.19789
"4862",0.14,30.28517
"4863",0.14,135.13222
"4864",0.14,310.09311
"4865",0.14,323.40991
"4866",0.14,275.09265
"4867",0.14,346.98938
"4868",0.14,425.37192
"4869",0.14,1193.95642
"4870",0.14,1865.7561
"4871",0.14,1020.67218
"4872",0.14,678.34393
"4873",0.14,377.38046
"4874",0.14,597.1731
"4875",0.14,220.18008
"4876",0.14,187.16824
"4877",0.14,189.81525
"4878",0.14,110.03275
"4879",0.14,59.00178
"4880",0.14,53.19831
"4881",0.14,62.495
"4882",0.14,56.73478
"4883",0.14,43.11693
"4884",0.14,30.60898
"4885",0.14,16.80735
"4886",0.14,15.58472
"4887",0.14,12.2295
"4888",0.14,22.98984
"4889",0.14,24.112
"4890",0.14,49.01194
"4891",0.14,35.90981
"4892",0.14,61.97861
"4893",0.14,32.25001
"4894",0.14,16.14592
"4895",0.14,8.36017
"4896",0.14,8.19523
"4897",0.14,4.89131
"4898",0.14,5.83513
"4899",0.14,8.85299
"4900",0.14,10.97591
"4901",0.14,18.82472
"4902",0.14,28.54406
"4903",0.14,124.15288
"4904",0.14,199.24683
"4905",0.14,242.18094
"4906",0.14,234.63135
"4907",0.14,370.19296
"4908",0.14,1152.82385
"4909",0.14,1650.34021
"4910",0.14,1613.8363
"4911",0.14,783.74878
"4912",0.14,356.73349
"4913",0.14,514.84558
"4914",0.14,526.39825
"4915",0.14,272.52368
"4916",0.14,226.42915
"4917",0.14,145.78314
"4918",0.14,147.24397
"4919",0.14,68.97787
"4920",0.14,37.99945
"4921",0.14,36.33211
"4922",0.14,57.01727
"4923",0.14,26.98145
"4924",0.14,19.79574
"4925",0.14,9.32149
"4926",0.14,5.99049
"4927",0.14,6.6721
"4928",0.14,7.02594
"4929",0.14,9.22482
"4930",0.14,16.15908
"4931",0.14,29.52231
"4932",0.14,79.40112
"4933",0.14,29.99509
"4934",0.14,9.29042
"4935",0.14,14.82528
"4936",0.14,10.20227
"4937",0.14,8.6944
"4938",0.14,11.53264
"4939",0.14,8.6197
"4940",0.14,14.85488
"4941",0.14,22.51071
"4942",0.14,43.80273
"4943",0.14,98.27145
"4944",0.14,153.17775
"4945",0.14,186.49808
"4946",0.14,246.4449
"4947",0.14,367.54532
"4948",0.14,809.85425
"4949",0.14,1862.15979
"4950",0.14,1680.9989
"4951",0.14,859.66425
"4952",0.14,436.43225
"4953",0.14,412.77216
"4954",0.14,546.55646
"4955",0.14,172.38245
"4956",0.14,152.73131
"4957",0.14,74.07269
"4958",0.14,39.82295
"4959",0.14,35.91266
"4960",0.14,13.31285
"4961",0.14,21.25515
"4962",0.14,22.88236
"4963",0.14,24.04444
"4964",0.14,12.42285
"4965",0.14,8.2298
"4966",0.14,2.94249
"4967",0.14,2.35316
"4968",0.14,3.74833
"4969",0.14,4.32619
"4970",0.14,4.03431
"4971",0.14,25.6642
"4972",0.14,57.0863
"4973",0.14,21.59054
"4974",0.14,14.40303
"4975",0.14,19.54304
"4976",0.14,20.25295
"4977",0.14,17.04342
"4978",0.14,12.52021
"4979",0.14,17.81706
"4980",0.14,35.41435
"4981",0.14,38.1504
"4982",0.14,43.69574
"4983",0.14,65.33499
"4984",0.14,117.12377
"4985",0.14,140.58647
"4986",0.14,286.11621
"4987",0.14,347.44104
"4988",0.14,1494.52588
"4989",0.14,1598.07581
"4990",0.14,1345.61292
"4991",0.14,1295.37573
"4992",0.14,603.9859
"4993",0.14,335.64172
"4994",0.14,280.01382
"4995",0.14,87.78313
"4996",0.14,67.50256
"4997",0.14,24.26185
"4998",0.14,29.81897
"4999",0.14,13.60611
"5000",0.14,4.9661
"5001",0.14,11.4547
"5002",0.14,11.38112
"5003",0.14,10.95669
"5004",0.14,6.18444
"5005",0.14,5.98675
"5006",0.14,2.02238
"5007",0.14,3.3951
"5008",0.14,4.74702
"5009",0.14,4.41567
"5010",0.14,6.48281
"5011",0.14,13.53797
"5012",0.14,45.02693
"5013",0.14,21.42288
"5014",0.14,13.54348
"5015",0.14,19.12187
"5016",0.14,25.79503
"5017",0.14,18.32379
"5018",0.14,11.21539
"5019",0.14,22.5521
"5020",0.14,25.51335
"5021",0.14,27.59707
"5022",0.14,51.83709
"5023",0.14,109.75162
"5024",0.14,173.13472
"5025",0.14,148.25481
"5026",0.14,157.22478
"5027",0.14,593.55481
"5028",0.14,616.58405
"5029",0.14,971.47504
"5030",0.14,1040.46838
"5031",0.14,1367.99182
"5032",0.14,793.8446
"5033",0.14,368.41321
"5034",0.14,316.84393
"5035",0.14,108.19614
"5036",0.14,47.37346
"5037",0.14,20.38123
"5038",0.14,11.70243
"5039",0.14,5.15662
"5040",0.14,2.08545
"5041",0.14,11.27952
"5042",0.14,9.28732
"5043",0.14,5.19717
"5044",0.14,4.66701
"5045",0.14,3.48017
"5046",0.14,2.38303
"5047",0.14,4.12707
"5048",0.14,5.53455
"5049",0.14,3.44633
"5050",0.14,6.91144
"5051",0.14,8.08155
"5052",0.14,16.32243
"5053",0.14,19.80074
"5054",0.14,16.77795
"5055",0.14,29.0864
"5056",0.14,39.88461
"5057",0.14,24.03658
"5058",0.14,24.80664
"5059",0.14,28.58602
"5060",0.14,37.96566
"5061",0.14,41.46748
"5062",0.14,50.1153
"5063",0.14,102.33334
"5064",0.14,122.65763
"5065",0.14,189.22522
"5066",0.14,177.02672
"5067",0.14,406.43842
"5068",0.14,476.57382
"5069",0.14,801.79663
"5070",0.14,1389.31152
"5071",0.14,734.92096
"5072",0.14,598.89404
"5073",0.14,429.05511
"5074",0.14,212.50996
"5075",0.14,54.28719
"5076",0.14,23.89137
"5077",0.14,17.43355
"5078",0.14,6.58862
"5079",0.14,2.6914
"5080",0.14,0.99144
"5081",0.14,8.30125
"5082",0.14,7.92553
"5083",0.14,7.81648
"5084",0.14,9.46623
"5085",0.14,6.51945
"5086",0.14,4.15215
"5087",0.14,4.32419
"5088",0.14,6.61951
"5089",0.14,4.57366
"5090",0.14,6.01802
"5091",0.14,9.73746
"5092",0.14,10.88911
"5093",0.14,14.50997
"5094",0.14,29.3776
"5095",0.14,25.04549
"5096",0.14,29.17033
"5097",0.14,35.93751
"5098",0.14,46.11762
"5099",0.14,44.55
"5100",0.14,66.02156
"5101",0.14,28.68113
"5102",0.14,36.94232
"5103",0.14,35.53072
"5104",0.14,121.57787
"5105",0.14,122.49413
"5106",0.14,322.76636
"5107",0.14,601.07971
"5108",0.14,501.82925
"5109",0.14,730.44409
"5110",0.14,933.00812
"5111",0.14,494.21808
"5112",0.14,336.40051
"5113",0.14,252.4409
"5114",0.14,155.55498
"5115",0.14,64.17322
"5116",0.14,32.61652
"5117",0.14,18.29078
"5118",0.14,6.18874
"5119",0.14,2.63076
"5120",0.14,0.62224
"5121",0.14,20.08403
"5122",0.14,15.18465
"5123",0.14,21.13213
"5124",0.14,12.31617
"5125",0.14,7.33523
"5126",0.14,8.90473
"5127",0.14,5.33306
"5128",0.14,10.38554
"5129",0.14,13.47901
"5130",0.14,14.74715
"5131",0.14,19.15464
"5132",0.14,20.43075
"5133",0.14,25.1258
"5134",0.14,27.64639
"5135",0.14,31.75632
"5136",0.14,60.98057
"5137",0.14,127.64164
"5138",0.14,92.54714
"5139",0.14,87.2315
"5140",0.14,81.63533
"5141",0.14,27.66859
"5142",0.14,21.67053
"5143",0.14,28.36667
"5144",0.14,32.30313
"5145",0.14,46.05683
"5146",0.14,169.28741
"5147",0.14,339.46085
"5148",0.14,251.23064
"5149",0.14,512.49481
"5150",0.14,1104.92639
"5151",0.14,619.06177
"5152",0.14,430.74985
"5153",0.14,549.94446
"5154",0.14,263.20584
"5155",0.14,149.11839
"5156",0.14,73.28718
"5157",0.14,27.89391
"5158",0.14,10.91642
"5159",0.14,2.84015
"5160",0.14,0.71912
"5161",0.14,22.18481
"5162",0.14,13.94065
"5163",0.14,13.24649
"5164",0.14,14.53139
"5165",0.14,12.38899
"5166",0.14,8.59009
"5167",0.14,7.44443
"5168",0.14,11.61731
"5169",0.14,15.69773
"5170",0.14,14.98206
"5171",0.14,18.25304
"5172",0.14,24.71119
"5173",0.14,25.45638
"5174",0.14,16.24653
"5175",0.14,57.307
"5176",0.14,116.1487
"5177",0.14,97.35565
"5178",0.14,84.39909
"5179",0.14,124.40692
"5180",0.14,71.41989
"5181",0.14,31.96509
"5182",0.14,21.06386
"5183",0.14,24.15779
"5184",0.14,24.23337
"5185",0.14,27.64564
"5186",0.14,99.50648
"5187",0.14,140.46826
"5188",0.14,265.79623
"5189",0.14,646.58234
"5190",0.14,943.20374
"5191",0.14,1339.32629
"5192",0.14,1429.38281
"5193",0.14,1044.82715
"5194",0.14,364.86813
"5195",0.14,185.11375
"5196",0.14,88.01277
"5197",0.14,25.81838
"5198",0.14,10.98173
"5199",0.14,3.34175
"5200",0.14,0.60322
"5201",0.14,29.89733
"5202",0.14,15.45029
"5203",0.14,15.56297
"5204",0.14,10.12313
"5205",0.14,18.77398
"5206",0.14,8.78165
"5207",0.14,5.90922
"5208",0.14,13.98961
"5209",0.14,29.72253
"5210",0.14,26.73932
"5211",0.14,21.98328
"5212",0.14,21.88815
"5213",0.14,15.04019
"5214",0.14,14.4012
"5215",0.14,44.86488
"5216",0.14,117.82337
"5217",0.14,197.2989
"5218",0.14,89.87009
"5219",0.14,84.84521
"5220",0.14,69.26247
"5221",0.14,35.73549
"5222",0.14,12.11621
"5223",0.14,12.85512
"5224",0.14,16.19201
"5225",0.14,26.14118
"5226",0.14,74.42612
"5227",0.14,96.91782
"5228",0.14,250.01468
"5229",0.14,738.69226
"5230",0.14,1546.13025
"5231",0.14,1794.49268
"5232",0.14,1620.79224
"5233",0.14,947.51886
"5234",0.14,504.84558
"5235",0.14,277.67865
"5236",0.14,123.07092
"5237",0.14,61.80427
"5238",0.14,13.9686
"5239",0.14,4.21908
"5240",0.14,1.65882
"5241",0.14,55.17476
"5242",0.14,19.37048
"5243",0.14,21.78906
"5244",0.14,24.30415
"5245",0.14,14.61697
"5246",0.14,13.9619
"5247",0.14,10.9597
"5248",0.14,15.39919
"5249",0.14,32.08663
"5250",0.14,23.70669
"5251",0.14,22.46693
"5252",0.14,31.11489
"5253",0.14,52.11441
"5254",0.14,33.12055
"5255",0.14,61.84229
"5256",0.14,110.31345
"5257",0.14,151.38086
"5258",0.14,96.00527
"5259",0.14,49.53364
"5260",0.14,31.38563
"5261",0.14,24.86494
"5262",0.14,7.33555
"5263",0.14,7.52522
"5264",0.14,7.55899
"5265",0.14,11.03802
"5266",0.14,31.01716
"5267",0.14,44.77174
"5268",0.14,188.41599
"5269",0.14,466.79913
"5270",0.14,1465.42102
"5271",0.14,1180.07458
"5272",0.14,1131.47803
"5273",0.14,949.54468
"5274",0.14,951.63593
"5275",0.14,251.99931
"5276",0.14,128.03395
"5277",0.14,74.92887
"5278",0.14,18.79106
"5279",0.14,8.03804
"5280",0.14,3.77086
"5281",0.14,66.16012
"5282",0.14,39.45391
"5283",0.14,39.4804
"5284",0.14,33.15603
"5285",0.14,12.52276
"5286",0.14,12.28317
"5287",0.14,11.89601
"5288",0.14,13.4712
"5289",0.14,20.4755
"5290",0.14,23.11353
"5291",0.14,46.96659
"5292",0.14,59.65232
"5293",0.14,94.11214
"5294",0.14,110.43082
"5295",0.14,143.82253
"5296",0.14,168.64517
"5297",0.14,203.52693
"5298",0.14,75.20372
"5299",0.14,41.08083
"5300",0.14,31.6535
"5301",0.14,10.22221
"5302",0.14,8.31835
"5303",0.14,4.31345
"5304",0.14,3.92684
"5305",0.14,3.74834
"5306",0.14,8.86466
"5307",0.14,17.26568
"5308",0.14,70.87002
"5309",0.14,171.84805
"5310",0.14,357.25067
"5311",0.14,540.66333
"5312",0.14,471.41519
"5313",0.14,432.17999
"5314",0.14,688.99506
"5315",0.14,268.04379
"5316",0.14,153.22086
"5317",0.14,109.0358
"5318",0.14,42.53122
"5319",0.14,17.1491
"5320",0.14,7.52139
"5321",0.14,58.09204
"5322",0.14,55.50347
"5323",0.14,47.74457
"5324",0.14,26.28571
"5325",0.14,31.03171
"5326",0.14,15.03174
"5327",0.14,13.13059
"5328",0.14,12.09977
"5329",0.14,15.07766
"5330",0.14,42.90462
"5331",0.14,131.15001
"5332",0.14,211.51262
"5333",0.14,377.59952
"5334",0.14,477.45731
"5335",0.14,377.01743
"5336",0.14,147.09282
"5337",0.14,62.55917
"5338",0.14,64.23937
"5339",0.14,50.75209
"5340",0.14,13.81166
"5341",0.14,6.91832
"5342",0.14,3.56817
"5343",0.14,2.36202
"5344",0.14,1.80687
"5345",0.14,1.41652
"5346",0.14,2.07307
"5347",0.14,5.65982
"5348",0.14,27.21937
"5349",0.14,87.12469
"5350",0.14,190.23907
"5351",0.14,311.65253
"5352",0.14,382.76218
"5353",0.14,291.58817
"5354",0.14,473.30161
"5355",0.14,554.32037
"5356",0.14,227.93434
"5357",0.14,150.90086
"5358",0.14,48.0915
"5359",0.14,15.61361
"5360",0.14,12.73762
"5361",0.14,71.7079
"5362",0.14,78.12334
"5363",0.14,37.31902
"5364",0.14,33.61199
"5365",0.14,22.44178
"5366",0.14,13.6187
"5367",0.14,9.0736
"5368",0.14,8.9326
"5369",0.14,40.58292
"5370",0.14,88.73166
"5371",0.14,276.28833
"5372",0.14,687.30652
"5373",0.14,1058.68738
"5374",0.14,960.52869
"5375",0.14,795.27948
"5376",0.14,228.48741
"5377",0.14,98.73066
"5378",0.14,64.42761
"5379",0.14,48.99498
"5380",0.14,15.86863
"5381",0.14,6.97802
"5382",0.14,2.75566
"5383",0.14,2.50908
"5384",0.14,1.67937
"5385",0.14,1.06933
"5386",0.14,0.82926
"5387",0.14,2.26046
"5388",0.14,13.47442
"5389",0.14,46.46283
"5390",0.14,91.77358
"5391",0.14,146.57855
"5392",0.14,328.25565
"5393",0.14,209.93282
"5394",0.14,275.81573
"5395",0.14,421.27606
"5396",0.14,312.40298
"5397",0.14,72.72183
"5398",0.14,35.01353
"5399",0.14,25.6725
"5400",0.14,26.09746
"5401",0.13,124.5253
"5402",0.13,68.89113
"5403",0.13,37.49417
"5404",0.13,24.77587
"5405",0.13,17.50244
"5406",0.13,27.0541
"5407",0.13,19.56241
"5408",0.13,29.19758
"5409",0.13,83.94194
"5410",0.13,183.59105
"5411",0.13,725.25519
"5412",0.13,1647.49719
"5413",0.13,2401.64185
"5414",0.13,4376.4082
"5415",0.13,973.01855
"5416",0.13,207.89136
"5417",0.13,96.12788
"5418",0.13,51.13728
"5419",0.13,39.34295
"5420",0.13,33.84075
"5421",0.13,21.86765
"5422",0.13,11.2492
"5423",0.13,4.90299
"5424",0.13,1.46291
"5425",0.13,0.31497
"5426",0.13,0.27386
"5427",0.13,1.67157
"5428",0.13,6.71834
"5429",0.13,20.3746
"5430",0.13,43.5412
"5431",0.13,86.15318
"5432",0.13,173.92116
"5433",0.13,223.99771
"5434",0.13,277.10693
"5435",0.13,267.98965
"5436",0.13,95.78482
"5437",0.13,39.31102
"5438",0.13,54.50785
"5439",0.13,42.71353
"5440",0.13,45.40573
"5441",0.13,109.22661
"5442",0.13,32.48654
"5443",0.13,35.02464
"5444",0.13,26.02865
"5445",0.13,32.32679
"5446",0.13,54.05679
"5447",0.13,31.29721
"5448",0.13,51.40533
"5449",0.13,130.30978
"5450",0.13,227.40678
"5451",0.13,1192.61316
"5452",0.13,4543.21826
"5453",0.13,4122.87207
"5454",0.13,2022.42188
"5455",0.13,940.37415
"5456",0.13,259.21075
"5457",0.13,113.147
"5458",0.13,45.68822
"5459",0.13,37.80261
"5460",0.13,43.31005
"5461",0.13,26.56406
"5462",0.13,17.67198
"5463",0.13,5.11702
"5464",0.13,2.07214
"5465",0.13,0.9673
"5466",0.13,0.81487
"5467",0.13,1.08814
"5468",0.13,3.93035
"5469",0.13,9.68091
"5470",0.13,25.86784
"5471",0.13,38.15545
"5472",0.13,107.16457
"5473",0.13,201.25047
"5474",0.13,272.7738
"5475",0.13,211.50809
"5476",0.13,79.43472
"5477",0.13,34.65552
"5478",0.13,72.36385
"5479",0.13,45.11958
"5480",0.13,56.84821
"5481",0.13,79.54844
"5482",0.13,62.37369
"5483",0.13,20.89893
"5484",0.13,21.15962
"5485",0.13,45.44536
"5486",0.13,68.14684
"5487",0.13,62.85067
"5488",0.13,88.05542
"5489",0.13,142.66185
"5490",0.13,184.23041
"5491",0.13,532.2923
"5492",0.13,1574.401
"5493",0.13,3123.32275
"5494",0.13,812.47565
"5495",0.13,502.67343
"5496",0.13,190.91611
"5497",0.13,80.16808
"5498",0.13,34.92388
"5499",0.13,46.30146
"5500",0.13,87.98336
"5501",0.13,31.67037
"5502",0.13,16.76513
"5503",0.13,4.27043
"5504",0.13,3.99263
"5505",0.13,1.5313
"5506",0.13,1.76543
"5507",0.13,1.60935
"5508",0.13,3.91202
"5509",0.13,6.119
"5510",0.13,17.86897
"5511",0.13,43.01468
"5512",0.13,101.66879
"5513",0.13,130.70743
"5514",0.13,248.47198
"5515",0.13,172.68828
"5516",0.13,93.35342
"5517",0.13,55.28922
"5518",0.13,50.38041
"5519",0.13,56.89549
"5520",0.13,73.19259
"5521",0.13,75.3968
"5522",0.13,55.49572
"5523",0.13,30.93311
"5524",0.13,17.62476
"5525",0.13,39.68417
"5526",0.13,63.1073
"5527",0.13,73.58005
"5528",0.13,85.42336
"5529",0.13,93.00193
"5530",0.13,183.6837
"5531",0.13,206.92123
"5532",0.13,715.15521
"5533",0.13,747.53375
"5534",0.13,447.56696
"5535",0.13,440.06107
"5536",0.13,214.95403
"5537",0.13,84.01925
"5538",0.13,62.58264
"5539",0.13,81.8988
"5540",0.13,54.34348
"5541",0.13,18.74649
"5542",0.13,4.76549
"5543",0.13,3.01611
"5544",0.13,3.55695
"5545",0.13,2.48393
"5546",0.13,1.30201
"5547",0.13,2.75822
"5548",0.13,4.34265
"5549",0.13,7.58338
"5550",0.13,14.01364
"5551",0.13,30.66462
"5552",0.13,68.1059
"5553",0.13,115.84113
"5554",0.13,262.60526
"5555",0.13,192.59282
"5556",0.13,128.05954
"5557",0.13,121.4702
"5558",0.13,101.0888
"5559",0.13,109.64352
"5560",0.13,120.68304
"5561",0.13,21.77155
"5562",0.13,21.03529
"5563",0.13,18.5613
"5564",0.13,38.75282
"5565",0.13,65.78986
"5566",0.13,128.54019
"5567",0.13,159.75113
"5568",0.13,100.77285
"5569",0.13,90.42041
"5570",0.13,76.78497
"5571",0.13,95.87478
"5572",0.13,168.66089
"5573",0.13,242.80652
"5574",0.13,263.81613
"5575",0.13,241.53949
"5576",0.13,143.15482
"5577",0.13,59.10831
"5578",0.13,45.41471
"5579",0.13,26.83484
"5580",0.13,14.00343
"5581",0.13,4.32418
"5582",0.13,4.79359
"5583",0.13,4.11446
"5584",0.13,4.6003
"5585",0.13,2.66776
"5586",0.13,1.37992
"5587",0.13,3.88152
"5588",0.13,5.66845
"5589",0.13,9.45545
"5590",0.13,17.70446
"5591",0.13,49.07037
"5592",0.13,123.8062
"5593",0.13,177.25502
"5594",0.13,307.01361
"5595",0.13,243.68477
"5596",0.13,226.91202
"5597",0.13,90.98547
"5598",0.13,75.76975
"5599",0.13,133.095
"5600",0.13,179.15324
"5601",0.13,28.7347
"5602",0.13,28.22625
"5603",0.13,12.87919
"5604",0.13,9.98566
"5605",0.13,13.42534
"5606",0.13,23.22506
"5607",0.13,17.57357
"5608",0.13,32.0394
"5609",0.13,41.18864
"5610",0.13,29.07849
"5611",0.13,18.66828
"5612",0.13,12.74805
"5613",0.13,16.30978
"5614",0.13,11.02636
"5615",0.13,19.30675
"5616",0.13,14.11599
"5617",0.13,5.93375
"5618",0.13,4.36517
"5619",0.13,6.25763
"5620",0.13,10.18211
"5621",0.13,6.64209
"5622",0.13,6.51439
"5623",0.13,7.6305
"5624",0.13,6.72407
"5625",0.13,6.43523
"5626",0.13,8.98737
"5627",0.13,7.26233
"5628",0.13,7.56853
"5629",0.13,11.12286
"5630",0.13,22.77511
"5631",0.13,70.48911
"5632",0.13,92.72675
"5633",0.13,30.72566
"5634",0.13,14.07057
"5635",0.13,8.44598
"5636",0.13,4.22814
"5637",0.13,1.63403
"5638",0.13,1.8589
"5639",0.13,1.21618
"5640",0.13,0.70479
"5641",0.13,22.47356
"5642",0.13,28.29987
"5643",0.13,19.46376
"5644",0.13,16.05835
"5645",0.13,16.75693
"5646",0.13,23.61743
"5647",0.13,45.61782
"5648",0.13,62.49877
"5649",0.13,149.2502
"5650",0.13,111.91412
"5651",0.13,72.32549
"5652",0.13,36.39138
"5653",0.13,16.49224
"5654",0.13,11.96285
"5655",0.13,11.46714
"5656",0.13,10.13566
"5657",0.13,9.27071
"5658",0.13,8.50534
"5659",0.13,19.74045
